City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Mumbai,1/1/2019,79.78,221.85,62.98,66.11,129.08,,2.75,21.88,45.29,2.76,,,
Mumbai,1/2/2019,80.41,232.04,82.29,64.04,146.33,,3.14,26.7,53.3,3.04,,,
Mumbai,1/3/2019,103.76,295.76,83.94,58.71,142.66,,3.65,25.44,68.37,4.09,,,
Mumbai,1/4/2019,84.61,250.62,80.09,59.75,139.85,,3.5,23,68.82,3.37,,,
Mumbai,1/5/2019,75.92,216.49,61.9,64.59,126.48,,2.76,24.93,63.06,2.5,,,
Mumbai,1/6/2019,81.14,233.06,49.18,60,109.19,,2.76,21.49,62.05,2.2,,,
Mumbai,1/7/2019,52.78,164.07,41.1,67.79,99.42,,2.18,22.27,48.85,1.48,,,
Mumbai,1/8/2019,57.44,177.25,54.09,56.98,111.08,,2.75,32.25,67.66,2.44,,,
Mumbai,1/9/2019,71.68,199.89,57.69,48.59,106.29,,2.49,21.75,85.19,2.56,,,
Mumbai,1/10/2019,84.32,250.65,70.11,50.68,120.77,,3.01,18.86,69.71,3.2,,,
Mumbai,1/11/2019,85.51,240.04,77.9,47.07,124.97,,3.32,32.67,71.31,3.09,,,
Mumbai,1/12/2019,76.86,237.89,55.52,49.1,102.22,,2.76,34.55,78.82,2.55,,,
Mumbai,1/13/2019,75.79,235.95,63,35.42,98.42,,3.11,30.85,76.64,2.66,,,
Mumbai,1/14/2019,66.32,191.3,37.01,44.04,81.05,,2.37,25.59,72.08,1.57,,,
Mumbai,1/15/2019,68.1,188.89,52.24,50.99,103.22,,2.53,28.78,72.52,1.7,,,
Mumbai,1/16/2019,69.37,194.79,62.3,48.31,110.55,,2.56,27.31,65.72,1.9,,,
Mumbai,1/17/2019,83.31,245.52,118.84,48.1,166.94,,3.25,27.92,32.31,2.7,,,
Mumbai,1/18/2019,84.99,231.12,69.76,52.87,122.63,,2.99,26.39,32.51,2.18,,,
Mumbai,1/19/2019,82.07,254.54,94.63,50.15,144.78,,3.3,35.06,29.55,2.45,,,
Mumbai,1/20/2019,93.45,285.55,79.17,26.93,106.1,,3.34,35.52,33.76,3.13,,,
Mumbai,1/21/2019,51,132.19,38.08,17.6,55.68,,2.1,28.3,20.34,1.17,,,
Mumbai,1/22/2019,34.26,109.43,36.32,35.26,71.55,,1.94,22.76,25.59,1.03,,,
Mumbai,1/23/2019,26.04,113.83,26.82,41.97,68.62,,1.65,21.92,29.55,0.67,,,
Mumbai,1/24/2019,53.38,150.95,23.5,70.2,93.7,,1.78,18.37,37.42,0.7,,,
Mumbai,1/25/2019,47.4,135.35,22.96,79.41,102.36,,1.83,12.39,52.07,0.84,,,
Mumbai,1/26/2019,38.28,122.56,40.28,72.66,112.93,,1.84,12.89,54.64,0.91,,,
Mumbai,1/27/2019,36.88,117.84,17.56,68.41,85.97,,1.79,10.85,34.26,0.79,,,
Mumbai,1/28/2019,46.01,121.37,11.12,13.44,16.51,,2.29,12.57,35.58,1.4,,,
Mumbai,1/29/2019,47.42,125.09,40.19,38.05,78.24,,2.12,14.45,40.56,1.82,,,
Mumbai,1/30/2019,51.55,173.72,,30.95,,,2.83,17.46,48.14,2.19,,,
Mumbai,1/31/2019,51.24,174.07,,37.75,,,2.93,24.08,47.64,4.26,,,
Mumbai,2/1/2019,48.04,153.71,,34.62,,,2.3,17.87,59.04,1.68,,,
Mumbai,2/2/2019,50.63,184.82,,32.21,,,2.27,17.97,59.69,1.88,,,
Mumbai,2/3/2019,73.37,257.39,,34.17,,,3.21,22.13,72.76,3.42,,,
Mumbai,2/4/2019,66.26,217.26,54.58,17.9,72.48,,3.25,22.36,56.12,3.16,,,
Mumbai,2/5/2019,65.62,209.61,27.48,30.45,57.93,,2.73,19.76,70.86,2.9,,,
Mumbai,2/6/2019,43.34,146.7,38.78,23.77,62.55,,1.88,14.66,65.06,1.02,,,
Mumbai,2/7/2019,18.67,94.56,40.78,24.61,60.36,,1.59,12.31,44.44,0.59,,,
Mumbai,2/8/2019,52.26,203.43,50.54,36.41,86.93,,1.64,13.66,38.51,0.64,,,
Mumbai,2/9/2019,72.35,188.49,85.9,34.58,118.31,,2,20.72,32.65,1.26,,,
Mumbai,2/10/2019,86.52,222.61,31.02,30.53,61.57,,2.84,26.28,55.92,3.1,,,
Mumbai,2/11/2019,101.67,261.7,39.3,34.5,73.67,,3.17,25.97,69.16,2.93,,,
Mumbai,2/12/2019,94.74,221.18,95.62,45.67,141.28,,3.27,24.49,55.38,3.13,,,
Mumbai,2/13/2019,78.47,152.16,73.92,34.45,108.37,,2.6,21.96,56.51,2.46,,,
Mumbai,2/14/2019,49.64,100.42,59.57,32.54,92.13,,1.91,16.76,56.4,0.84,,,
Mumbai,2/15/2019,47.74,119.49,43.85,30.95,74.8,,1.86,15.42,68.09,0.92,,,
Mumbai,2/16/2019,52.57,130.57,64.01,37.75,101.77,,2.16,17.91,58.37,1.58,,,
Mumbai,2/17/2019,59.84,168.11,61.17,34.62,95.79,,2.37,19.85,90.64,1.69,,,
Mumbai,2/18/2019,54.99,136.62,47.99,32.21,80.21,,2.25,19.18,83.46,1.31,,,
Mumbai,2/19/2019,49.87,120.19,50.63,34.17,84.8,,2.19,18.32,76.99,1.29,,,
Mumbai,2/20/2019,64.73,182.68,58.01,28.4,86.42,,3,22.73,101.76,4,,,
Mumbai,2/21/2019,35.61,84.13,32.41,20.68,53.1,,1.67,17,70.35,0.49,,,
Mumbai,2/22/2019,38.3,103.84,37.16,21.65,58.81,,1.85,16.77,56.96,0.78,,,
Mumbai,2/23/2019,58.39,196.31,53.85,32.52,86.39,,2.51,21.28,78.9,1.92,,,
Mumbai,2/24/2019,31.67,126.11,41.11,22.27,63.4,,1.84,18.07,62.79,0.9,,,
Mumbai,2/25/2019,35.64,118,54.25,26.2,80.36,,1.97,15.66,57,0.98,,,
Mumbai,2/26/2019,27.8,116.06,45.93,24.5,70.45,,1.69,8.13,45.78,0.56,,,
Mumbai,2/27/2019,22.69,109.49,54.48,18.29,72.77,,1.72,7.67,37.63,0.78,,,
Mumbai,2/28/2019,49.14,133.69,57.22,13.9,71.12,,1.92,10,49.84,1.12,,,
Mumbai,3/1/2019,41.12,150.77,90.27,38.66,128.94,,2.35,17.55,70.34,2.53,,,
Mumbai,3/2/2019,49.77,203.42,108.87,35.35,144.24,,2.78,15.04,72.01,3.01,,,
Mumbai,3/3/2019,15.85,58.71,35.64,12.5,48.15,,1.64,7.53,63.43,0.43,,,
Mumbai,3/4/2019,16.82,81.35,41.82,7.43,49.26,,1.64,7.72,73.28,0.36,,,
Mumbai,3/5/2019,22.15,126.58,29.85,5.5,35.35,,1.54,6.83,76.26,0.31,,,
Mumbai,3/6/2019,23.44,92.09,37.33,10.1,47.44,,1.67,7.12,80.67,0.38,,,
Mumbai,3/7/2019,25.23,102.94,41.19,15.47,56.67,,1.75,7.22,80.8,0.6,,,
Mumbai,3/8/2019,29.13,108.52,40.93,17.87,58.8,,1.83,8.15,81.24,0.78,,,
Mumbai,3/9/2019,36.24,132.21,54.51,20.05,74.58,,2.14,10.39,89.05,1,,,
Mumbai,3/10/2019,30.19,158.13,51.19,17.41,68.6,,1.96,9.84,61.16,1.11,,,
Mumbai,3/11/2019,23.72,128.8,40.45,9.46,49.92,,1.67,7.23,46.22,0.58,,,
Mumbai,3/12/2019,21.02,92.1,36.52,9.01,45.54,,1.54,6.71,60.52,0.36,,,
Mumbai,3/13/2019,23.36,90.2,36.51,10.9,47.41,,1.58,7.4,97.63,0.39,,,
Mumbai,3/14/2019,21.54,99.26,42.4,14.7,57.1,,1.63,5.16,68.64,0.48,,,
Mumbai,3/15/2019,28.02,113.58,43.47,17.95,61.43,,1.73,4.28,85.43,0.62,,,
Mumbai,3/16/2019,39.49,158.64,62.31,25.05,87.36,,2.18,6,89.53,1.32,,,
Mumbai,3/17/2019,37.52,132.12,46.68,20.46,67.14,,1.93,4.04,87.21,0.92,,,
Mumbai,3/18/2019,40.68,145.41,59.73,23.59,83.33,,2.28,5.96,86.68,1.13,,,
Mumbai,3/19/2019,35.58,140.87,87.07,20.39,107.47,,2.34,7.17,57.91,1.56,,,
Mumbai,3/20/2019,27.08,92.8,54.25,10.65,64.89,,1.8,4.35,65.62,0.83,,,
Mumbai,3/21/2019,19.81,79.16,40.25,3.53,43.63,,1.58,3.2,55.06,0.41,,,
Mumbai,3/22/2019,18.03,65.91,46.92,7.2,54.07,,1.44,3.15,37.28,0.35,,,
Mumbai,3/23/2019,31.96,115.36,46.86,10.21,57.04,,1.44,3.86,51.37,0.75,,,
Mumbai,3/24/2019,49.58,188.42,69.57,20.72,90.3,,1.3,5.64,66.28,1.68,,,
Mumbai,3/25/2019,55.04,206.24,85.62,34.94,120.57,,1.71,4.78,50.36,1.88,,,
Mumbai,3/26/2019,40.69,151.14,42.96,23.48,66.44,,1.71,1.22,35.31,1.16,,,
Mumbai,3/27/2019,34.51,127.47,26.75,10.1,36.82,,1.6,24.1,29.84,0.6,,,
Mumbai,3/28/2019,32.94,105.11,29.22,10.48,39.7,,1.61,42.91,32.64,1.35,,,
Mumbai,3/29/2019,29.55,100.84,20.58,5.19,25.73,,1.5,28.83,21.98,0.55,,,
Mumbai,3/30/2019,24.24,89.43,25.92,5.62,31.47,,1.49,28.87,17.4,0.73,,,
Mumbai,3/31/2019,18.43,90.53,27.07,5.77,32.73,,1.46,28.27,14.4,0.42,,,
Mumbai,4/1/2019,19.8,87.09,24.96,2.49,27.18,,1.43,29.66,13.07,0.82,,,
Mumbai,4/2/2019,22.9,89.81,21.03,18.8,39.82,,1.7,22.45,43.42,1.05,,,
Mumbai,4/3/2019,27.35,92.65,32.87,29.36,62.24,,1.79,22.97,35.71,0.55,,,
Mumbai,4/4/2019,16.91,66.3,33.32,19.55,52.88,,1.72,22.44,21.67,0.53,,,
Mumbai,4/5/2019,19.09,60.59,36.51,19.43,55.94,,1.76,22.69,25.83,0.57,,,
Mumbai,4/6/2019,17.84,66.09,43.1,21.09,64.19,,1.78,22.87,14,0.57,,,
Mumbai,4/7/2019,18.74,71.13,52.31,22.34,74.65,,1.85,23.04,15.02,1.02,,,
Mumbai,4/8/2019,16.1,59.23,44.91,21.77,66.69,,1.78,23.21,21.22,0.43,,,
Mumbai,4/9/2019,16.87,60.7,38.38,18.49,56.87,,1.73,23.29,22.29,0.58,,,
Mumbai,4/10/2019,14.22,52.28,40.36,17.8,58.16,,1.77,23.47,19.22,0.4,,,
Mumbai,4/11/2019,17.17,64.97,29.93,15.32,45.25,,1.74,22.99,20.81,0.32,,,
Mumbai,4/12/2019,22.32,76.97,44.14,20.93,65.09,,1.83,23.7,24.64,1.52,,,
Mumbai,4/13/2019,33.1,114.51,71.9,34.12,103.73,,2.06,25.33,25.95,0.84,,,
Mumbai,4/14/2019,22.7,83.82,48.02,30.65,78.67,,1.91,23.82,15.09,0.61,,,
Mumbai,4/15/2019,20.7,84.28,32.61,28.62,61.23,,1.88,22.74,35.39,0.98,,,
Mumbai,4/16/2019,27.28,106.52,35.04,24.92,59.96,,1.85,19.95,28.41,0.82,,,
Mumbai,4/17/2019,13.15,50.12,21.7,20.49,42.2,,1.69,19.47,19.05,0.17,,,
Mumbai,4/18/2019,21.44,88.17,37.19,34.18,71.36,,1.82,20.13,32.75,0.32,,,
Mumbai,4/19/2019,21.5,95.76,34.43,27.23,61.67,,1.84,20.07,21.3,0.37,,,
Mumbai,4/20/2019,22.27,75.24,49.89,34.26,84.15,,1.92,20.16,23.3,0.48,,,
Mumbai,4/21/2019,21.17,69.22,35.8,23.45,59.26,,1.89,20.28,14.96,0.57,,,
Mumbai,4/22/2019,20.98,75.94,38.67,27.14,65.82,,1.86,22.6,24.44,0.49,,,
Mumbai,4/23/2019,18.09,71.69,42.5,22.31,64.82,,1.84,24.63,32.45,0.27,,,
Mumbai,4/24/2019,16.24,67.42,26.75,14.65,41.4,,1.77,23.62,34.41,0.19,,,
Mumbai,4/25/2019,17.48,57.09,25.69,15.74,41.43,,1.76,22.37,31.8,0.19,,,
Mumbai,4/26/2019,17.19,74.24,28.67,18.72,47.4,,1.79,20.85,27.22,0.23,,,
Mumbai,4/27/2019,26.23,99.86,53.5,24.73,78.23,,1.94,24.2,22.74,0.47,,,
Mumbai,4/28/2019,23.77,99.29,29.63,27.13,57.84,,1.88,23.41,16.98,0.48,,,
Mumbai,4/29/2019,22.63,88.73,29.2,22.3,51.5,,1.85,23.8,15.57,0.3,,,
Mumbai,4/30/2019,21.86,85.4,31.26,19.2,50.47,,1.84,24.52,18.42,0.33,,,
Mumbai,5/1/2019,19.09,89.67,22.92,12.89,35.82,,1.77,23.3,12.82,0.15,,,
Mumbai,5/2/2019,21.65,114.38,22.82,13.17,36,,1.76,22.6,23.08,0.17,,,
Mumbai,5/3/2019,17.93,85.82,29.42,14.87,44.64,,1.8,19.09,11.7,0.34,,,
Mumbai,5/4/2019,16.54,76.05,27.84,16.35,44.2,,1.8,19.29,16.35,0.17,,,
Mumbai,5/5/2019,14.8,71.97,21.85,9.55,31.4,,1.79,19.68,17.61,0.16,,,
Mumbai,5/6/2019,15.73,61.85,30.79,12.71,43.5,,1.8,19.8,19.01,0.25,,,
Mumbai,5/7/2019,13.48,52.14,37.16,13.09,50.76,,1.82,21.62,21.85,0.29,,,
Mumbai,5/8/2019,12.89,47.56,23.64,9.3,32.94,,1.76,24.67,24.36,0.4,,,
Mumbai,5/9/2019,10.95,46.73,26.4,11.28,37.68,,1.76,24.3,11.22,0.29,,,
Mumbai,5/10/2019,12.8,49.69,23.09,11.68,34.78,,1.75,24.35,18.84,0.22,,,
Mumbai,5/11/2019,12.96,45.38,32.79,19.48,52.27,,1.78,24.31,16.01,0.25,,,
Mumbai,5/12/2019,14.62,62.45,36.73,18.89,55.62,,1.81,24.16,15.75,0.3,,,
Mumbai,5/13/2019,18.73,70.93,23.25,14.77,38.03,,1.77,24.34,15.94,0.21,,,
Mumbai,5/14/2019,15.43,64.72,35.17,16.34,51.52,,1.67,22.41,20.13,0.22,,,
Mumbai,5/15/2019,15.19,64.91,30.53,15.87,46.41,,1.45,22.61,22.69,0.28,,,
Mumbai,5/16/2019,16.01,58.49,25.31,14.07,39.38,,1.43,19.58,19.94,0.16,,,
Mumbai,5/17/2019,15.25,64.12,40.23,18.31,58.54,,1.5,18.85,14.32,0.23,,,
Mumbai,5/18/2019,16.14,74.72,54.67,20.05,74.73,,1.62,24.56,14.88,0.31,,,
Mumbai,5/19/2019,12.37,58.55,38.35,20.27,58.63,,1.54,23.69,15.65,0.25,,,
Mumbai,5/20/2019,12.04,58.33,31.5,16.87,48.37,,1.65,17.63,22.67,0.19,,,
Mumbai,5/21/2019,14.62,69.48,25.94,14.59,39.98,,1.79,11.05,15.14,0.19,,,
Mumbai,5/22/2019,11.08,45.31,20.11,12.09,32.21,,1.75,10.84,14.77,0.13,,,
Mumbai,5/23/2019,25.61,55.67,37.17,13.9,51.08,,1.78,11.83,17.17,0.17,,,
Mumbai,5/24/2019,16.84,79.74,32.58,12.8,45.39,,1.69,10.96,14.79,0.18,,,
Mumbai,5/25/2019,14.03,60.49,25.71,10.11,35.83,,1.41,12.41,26.22,0.11,,,
Mumbai,5/26/2019,17.07,76.72,28.86,9.62,38.49,,1.36,15.93,23.81,0.16,,,
Mumbai,5/27/2019,18.11,86.81,29.58,9.78,39.36,,1.45,14.91,23.04,0.14,,,
Mumbai,5/28/2019,16.57,72.77,30.56,9.8,40.36,,1.76,11.23,19.96,0.16,,,
Mumbai,5/29/2019,14.93,60.16,25.94,9.83,35.78,,1.7,11.33,26.66,0.92,,,
Mumbai,5/30/2019,12.88,48.56,26.93,9.69,36.62,,1.39,11.02,19.95,0.28,,,
Mumbai,5/31/2019,13.92,48.68,31.28,11.04,42.32,,1.45,13.74,31.89,0.23,,,
Mumbai,6/1/2019,12.38,45.97,32.6,14.13,46.54,,1.58,16.05,24.38,0.23,0.02,0,
Mumbai,6/2/2019,12.49,43.71,32.2,13.65,45.85,,1.6,16.32,24.89,0.24,5.5,3.77,
Mumbai,6/3/2019,16.91,45.9,26.45,11.69,38.15,7.21,1.29,13.11,24.56,0.23,16.4,2.25,
Mumbai,6/4/2019,14.51,49.54,16.3,7.05,23.25,7.47,0.68,7.54,18.91,0.92,10.14,1,
Mumbai,6/5/2019,16.41,53.63,12.61,6.38,18.98,8.87,0.63,9.08,17.04,0.62,18.89,2.78,
Mumbai,6/6/2019,12.41,57.2,17.28,8.5,25.75,10.61,0.58,9.9,18.84,1.16,10.83,1.93,
Mumbai,6/7/2019,12.86,65.7,23.87,11.45,35.29,11.13,0.5,10.37,17.37,1.88,0,0,
Mumbai,6/8/2019,14.42,77.47,25.34,11.93,36.46,9.55,0.52,8.74,18.69,1.77,0,0,
Mumbai,6/9/2019,16.3,85.38,27.75,11.54,38.53,8.39,0.55,9.59,15.94,1.71,0,0,
Mumbai,6/10/2019,18.41,75.69,27.33,20.97,48.3,16.2,0.68,9.76,22.76,2.26,0,0,
Mumbai,6/11/2019,18.13,50.39,22.23,28.04,50.27,18.1,0.7,9.34,30.22,3.18,0,0,
Mumbai,6/12/2019,15.48,46.88,25.57,19.26,44.77,17.14,0.63,9.46,20.67,2.3,0.03,7.88,
Mumbai,6/13/2019,13.64,57.28,21.6,15.52,36.51,15.49,0.53,8.57,21.85,1.31,13.35,12.5,
Mumbai,6/14/2019,15.87,56.1,23.48,13.6,36.99,14.05,0.53,9.5,13.58,2.08,2.26,5.19,
Mumbai,6/15/2019,13.97,48.22,23.56,14.4,37.27,13.96,0.51,10.38,12.83,2.05,0.04,1.35,
Mumbai,6/16/2019,11.64,55.6,17.38,9.91,26.09,10.25,0.33,9.73,14.62,0.97,0.05,2.01,
Mumbai,6/17/2019,12.33,59.29,17.32,9.55,26.02,9.36,0.44,10.37,14.3,0.98,0,3.27,
Mumbai,6/18/2019,14.3,52.99,17.55,11.91,29.1,8.75,0.51,10.39,14.79,1.09,0.21,2.75,
Mumbai,6/19/2019,14.45,56.82,22.59,13.23,34.57,9.6,0.53,10.8,12.38,1.69,0.02,2.8,
Mumbai,6/20/2019,15.98,82.29,27.03,11.25,35.37,8.91,0.48,10.9,13,1.41,,,
Mumbai,6/21/2019,16.49,78.83,26.62,11.72,35.38,9.47,0.46,11.22,12.15,1.78,,,
Mumbai,6/22/2019,19.33,88.55,25.32,13.33,35.7,10.41,0.46,11.19,13.26,1.71,,,
Mumbai,6/23/2019,18.81,88.85,22.83,13.27,33.94,9.22,0.43,11.77,13.74,1.32,,,
Mumbai,6/24/2019,20.36,80.85,20.8,15.53,36.33,8.51,0.54,12.04,13.16,1.69,,,
Mumbai,6/25/2019,17.72,53.76,30.17,14.17,44.24,12.19,0.52,11.48,14.9,3.62,,,
Mumbai,6/26/2019,15.04,49.61,27.65,13.16,40.77,12.07,0.47,11.63,13.43,2.06,,,
